;clean_tw;tw_text
205;wow new cb poll went way forti thank;Wow, in the new CBS Poll I went way up into the forties! Thank you!
206;ted cruz along jeb bush push justic john robert onto suprem court robert could kill obamacar twice didnt;Ted Cruz, along with Jeb Bush, pushed Justice John Roberts onto the Supreme Court. Roberts could have killed ObamaCare twice, but didn't!
207;peopl detain held question big problem airport caus delta comput outag;Only 109 people out of 325,000 were detained and held for questioning. Big problems at airports were caused by Delta computer outage,.....
208;protest tear senat schumer secretari kelli said go well problem make america safe;protesters and the tears of Senator Schumer. Secretary Kelly said that all is going well with very few problems. MAKE AMERICA SAFE AGAIN!
209;noth nice search terrorist enter countri big part campaign studi world;There is nothing nice about searching for terrorists before they can enter our country. This was a big part of my campaign. Study the world!
210;ban announc one week notic bad would rush countri week lot bad dude;"If the ban were announced with a one week notice, the ""bad"" would rush into our country during that week. A lot of bad ""dudes"" out there!"
211;made decis nomin unit state suprem court announc live tuesday timm wh;I have made my decision on who I will nominate for The United States Supreme Court. It will be announced live on Tuesday at TIMME  (W.H.)
212;outrag democrat opposit parti medium job flee countri;Where was all the outrage from Democrats and the opposition party (the media) when our jobs were fleeing our country?
213;wow noth oppon show realli onesid unfair report mayb shouldnt townhal tonight;Wow, @CNN has nothing but my opponents on their shows. Really one-sided and unfair reporting. Maybe I shouldn't do their town-hall tonight!
214;million vote hundr del cruz kasich yet treat properli republican parti rnc;I have millions more votes hundreds more dels than Cruz or Kasich and yet am not being treated properly by the Republican Party or the RNC.
215;million voteshundr del cruz kasich yet treat properli republican parti rnc;I have millions more votes/hundreds more dels than Cruz or Kasich, and yet am not being treated properly by the Republican Party or the RNC.
216;come amp show new poll hillari v berni show poll kill cruz;"How come the @TODAYshow &amp; @chucktodd show the new @NBCNews Poll for Hillary vs Bernie but do not show the SAME poll where I am killing Cruz?"
217;wow corey lewandowski campaign manag decent man charg assault report look tapesnoth;Wow, Corey Lewandowski, my campaign manager and a very decent man, was just charged with assaulting a reporter. Look at tapes-nothing there!
218;arent peopl look report earliest statement happen found episod tape;Why aren't people looking at this reporters earliest statement as to what happened, that is before she found out the episode was on tape?
219;son eric timm great kid enjoy;My sons, Don and Eric, are on @foxandfriends now TIMME. Great kids, enjoy!
220;thank america get amp vote tomorrow trump makeamericagreatagain;"Thank you America! Get out &amp; VOTE tomorrow! #Trump2016 #MakeAmericaGreatAgain URLi URLi"
221;join columbu ohio tomorrow makeamericagreatagain trump;Join me in Columbus, Ohio tomorrow! #MakeAmericaGreatAgain #Trump2016 URLi
222;hillari could lose trump democrat new york makeamericagreatagain trump;"""Hillary could lose to Trump in Democratic New York"" #MakeAmericaGreatAgain #Trump2016 URLi"
223;self fund campaign work american peopl trump video;I am self funding my campaign and only work for YOU, the American people! #Trump2016 Video: URLi URLi
224;trump trumpinstagram;#Trump2016 #TrumpInstagram: URLi URLi
225;tonight show jimmi fallon tonight timm fun;I will be on The Tonight Show with Jimmy Fallon tonight at TIMME. Should be fun! @jimmyfallon
226;timm;Will be on @foxandfriends  at TIMME.
227;;"""@johncook4189: @realDonaldTrump @ericbolling @oreillyfactor URLi"""
228;peopl scare someon want fix broken system trump;"""@pokeyisme1971: @realDonaldTrump @ericbolling @oreillyfactor why are people scared of someone who wants to fix a broken system trump 2016"""
229;uc berkeley allow free speech practic violenc innoc peopl differ point view feder fund;If U.C. Berkeley does not allow free speech and practices violence on innocent people with a different point of view - NO FEDERAL FUNDS?
230;congratul rex tillerson sworn new secretari state star;Congratulations to Rex Tillerson on being sworn in as our new Secretary of State. He will be a star!
231;attend chief ryan owen dignifi transfer yesterday daughter ivanka great honor great brave man thank;Attending Chief Ryan Owens' Dignified Transfer yesterday with my daughter Ivanka was my great honor. To a great and brave man - thank you!
232;iran formal put notic fire ballist missileshould thank terribl deal u made;Iran has been formally PUT ON NOTICE for firing a ballistic missile.Should have been thankful for the terrible deal the U.S. made with them!
233;iran last leg readi collaps u came along gave lifelin form iran deal billion;Iran was on its last legs and ready to collapse until the U.S. came along and gave it a life-line in the form of the Iran Deal: $150 billion
234;great new york catch mani thing rememb still run major busi campaign love;So great to be in New York. Catching up on many things (remember, I am still running a major business while I campaign) and loving it!
235;great interview cnnbe ct thrill part teamgo trump;"""@WPayton344: @PaulManafort Great Interview on CNN-Being from CT- I am thrilled you are part of this Team-GO TRUMP!"""
236;great interview regard path victori newday makeamericagreatagain;"""@glozee1: Great interview with @PaulManafort on @CNN regarding @realDonaldTrump path to victory #NewDay #MakeAmericaGreatAgain @DanScavino"""
237;vote trump save west dont becom like europ wakeupamerica;"""@R_U_OK_UK: @realDonaldTrump @glozee1 @PaulManafort @CNN @DanScavino Vote trump to save the west. Don't become like Europe - #WakeUpAmerica"
238;jennif terrif person;Jennifer is a terrific person. URLi
239;look like right nato doubt;Looks like I was right about NATO. I had no doubt. URLi
240;nobodi beat nation secur;Nobody beats me on National Security.  URLi
241;want leader shoot straight u politician cant give u;"""@matandsher: I want a leader that will shoot straight with us. The politicians can't. @realDonaldTrump will give his all for us!"
242;happymothersday;#HappyMothersDay!  URLi URLi
243;interview week georg morn enjoy;I will be interviewed on This Week with George S this morning. Enjoy!
244;interview morn enjoy;I will be interviewed on @meetthepress this morning. Enjoy!
245;kellyann fantast today keep go win peopl make america great;.@KellyannePolls  Kellyanne, you were fantastic on @meetthepress today. Keep going - I will win for the people. MAKE AMERICA GREAT AGAIN!
246;crook hillari cant close dael berni way isi china trade mexico border bad;Crooked Hillary just can't close the dael with Bernie. It will be the same way with ISIS, and China on trade, and Mexico at the border. Bad!
247;crook hillari cant close deal berni way isi china trade mexico border bad;Crooked Hillary just can't close the deal with Bernie. It will be the same way with ISIS, and China on trade, and Mexico at the border. Bad!
248;show enjoy;On @seanhannity show @FoxNews now. ENJOY!
249;wow wrote definit piec said john mccain;Wow, @SharylAttkisson  just wrote the definitive piece on what I said about John McCain URLi
250;shoot straight like mr trump bullsht truth factcheck quithatin;"""@deannecox777:  @SharylAttkisson Because she shoots straight like you do, Mr Trump. No bullsh!t. Just TRUTH! #FactCheck #QuitHatin'"""
251;im trumptrain;"""@sloopjohnb15: @realDonaldTrump @SharylAttkisson I'm on the #TrumpTrain2016"""
252;kick as trump;"""@amsardina: @realDonaldTrump @SharylAttkisson kick there ass Trump"""
253;mr trump one tell truth liber cant stand fact lead poll;"""@dunn_cheri:  @SharylAttkisson Mr Trump the only one telling the truth. Liberals can't stand the fact that your are leading in the poll"""
254;attack mr trump someth dont abil truth trump;"""@mwood_79:  @SharylAttkisson Why do they attack Mr Trump? Because he has something they dont. The ability of truth! Trump is here!"""
255;rt fact check washington post donald trump amp john mccain via;"RT @SharylAttkisson: Fact Check: The Washington Post on Donald Trump &amp; John McCain URLi via @SharylAttkisson"
256;john mccain call thousand peopl crazi came seek help illeg immigr last week phoenix owe apolog;"John McCain called thousands of people ""crazies"" when they came to seek help on illegal immigration last week in Phoenix. He owes apology!"
257;veteran inistr shambl veteran suffer greatli john mccain done noth help talk;The Veterans inistration is in shambles and our veterans are suffering greatly. John McCain has done nothing to help them but talk.
258;true piec stand ovat got yesterday;A true piece about the standing ovations I got yesterday URLi
259;republican parti must get tougher smarter fast go big defeat like last two time;The Republican Party must get tougher and smarter, and fast, or it will go down to a very big defeat - just like the last two times!
260;make big campaign stop next week big crowd tremend energi make america great;I will be making some very big campaign stops next week - big crowds and tremendous  energy!  MAKE AMERICA GREAT AGAIN
261;piec trump dont need lectur;"My @USATOpinion piece: ""Trump: I don't need to be lectured"" URLi"
262;mccain epitom career politician gotten u trillion trainwreck includ va debacl;"""@HL3tweets: McCain epitomizes the career politicians who have gotten us into our $19 TRILLION train-wreck, including the VA debacle."""
263;cant handl donald want race well good luckbecaus know wont walk away give;"""@pg_rant: They can't handle you Donald so want you out the race, well good luck,because we know you won't walk away! Give it to them"""
264;left wing polit correct handl big give truthrealitykeep say like;"""@2014_vince: The left wing politically correct cannot handle big don giving the truth....reality....keep saying it like it is !!!!"""
265;bravo say what american mind let make america great;"""@sjbatis: @realDonaldTrump Bravo for saying whats on most of Americans mind. Lets make America great, again!"""
